"","X","idnum","state","state2","stfips","zip","region","typebldg","floor","room","basement","windoor","rep","stratum","wave","starttm","stoptm","startdt","stopdt","activity","pcterr","adjwt","dupflag","zipflag","cntyfips","county","fips","Uppm","county_code","log_radon"
"143",142,5223,"MN","MN",27,56101,5,1,0,4,"Y",NA,3,4,1,1700,1700,22388,22588,6.8,4.7,1214.922779,0,0,33,"COTTONWOOD",27033,1.40433,17,1.93152141160321
"144",143,5224,"MN","MN",27,56137,5,1,1,3,"Y",NA,5,4,2,1630,1630,22988,30388,11.1,4.6,1105.956867,0,0,33,"COTTONWOOD",27033,1.40433,17,2.41591377830105
"145",144,5225,"MN","MN",27,56174,5,1,1,3,"Y",NA,5,4,25,2300,1000,121487,121787,0,0,1105.956867,0,0,33,"COTTONWOOD",27033,1.40433,17,-2.30258509299405
"146",145,5226,"MN","MN",27,56183,5,1,1,3,"Y",NA,4,4,30,1000,1000,10188,10188,2.5,11.2,1177.377355,0,0,33,"COTTONWOOD",27033,1.40433,17,0.955511445027436
"147",146,5227,"MN","MN",27,56364,2,1,0,4,"Y",NA,4,3,33,1000,1000,122687,122887,1.8,11.9,990.411554,0,0,35,"CROW WING",27035,0.530789,18,0.641853886172395
"148",147,5228,"MN","MN",27,56401,2,1,0,4,"Y",NA,1,3,37,1130,1130,11188,11388,1.6,11.5,1024.442902,0,0,35,"CROW WING",27035,0.530789,18,0.53062825106217
"149",148,5229,"MN","MN",27,56401,2,1,1,2," ",NA,4,3,44,900,900,12388,12588,1,18.7,990.411554,1,0,35,"CROW WING",27035,0.530789,18,0.0953101798043249
"150",149,5230,"MN","MN",27,56401,2,1,0,1,"Y",NA,5,3,49,1844,1915,20288,20288,0.9,25.3,893.23743,0,0,35,"CROW WING",27035,0.530789,18,0
"151",150,5231,"MN","MN",27,56431,2,1,0,4,"Y",NA,1,2,40,800,800,11988,12188,2.9,9.2,485.435931,0,0,35,"CROW WING",27035,0.530789,18,1.09861228866811
"152",151,5232,"MN","MN",27,56441,2,1,0,4,"Y",NA,5,3,21,1245,1245,10188,11188,4.4,5.3,893.23743,0,0,35,"CROW WING",27035,0.530789,18,1.50407739677627
"153",152,5233,"MN","MN",27,56441,2,1,0,4,"Y",NA,3,3,36,1530,1830,10188,10188,1.5,16,1071.318034,0,0,35,"CROW WING",27035,0.530789,18,0.470003629245736
"154",153,5234,"MN","MN",27,56442,2,1,0,4,"Y",NA,2,3,45,2045,2050,12688,12888,4.1,7.3,921.864905,0,0,35,"CROW WING",27035,0.530789,18,1.43508452528932
"155",154,5235,"MN","MN",27,56450,2,1,1,0,"N",NA,2,3,46,940,937,12788,12988,2.5,8.7,921.864905,1,0,35,"CROW WING",27035,0.530789,18,0.955511445027436
"156",155,5236,"MN","MN",27,56468,2,1,1,3,"Y",NA,1,3,26,1305,1305,11188,11388,6.7,9,1024.442902,0,0,35,"CROW WING",27035,0.530789,18,1.91692261218206
"157",156,5237,"MN","MN",27,56472,2,1,0,4,"Y",NA,1,3,25,830,830,121387,121587,4.3,5.5,1024.442902,0,0,35,"CROW WING",27035,0.530789,18,1.48160454092422
"158",157,5238,"MN","MN",27,56472,2,1,0,4,"Y",NA,3,3,30,1300,1300,122487,122687,5.5,6.6,1071.318034,0,0,35,"CROW WING",27035,0.530789,18,1.7227665977411
"159",158,5239,"MN","MN",27,55024,3,1,0,2,"Y",NA,5,2,21,1600,1600,120287,121087,3.6,7.9,471.366223,0,0,37,"DAKOTA",27037,0.976144,19,1.30833281965018
"160",159,5240,"MN","MN",27,55024,3,1,0,7,"Y",NA,1,2,34,1400,1400,122687,122887,2.8,7.8,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,1.06471073699243
"161",160,5241,"MN","MN",27,55024,3,1,0,4,"Y",NA,5,2,2,900,1630,22488,22688,14.6,2.7,471.366223,0,0,37,"DAKOTA",27037,0.976144,19,2.68784749378469
"162",161,5242,"MN","MN",27,55024,3,1,0,4,"Y",NA,3,2,4,830,832,40488,40488,6.7,4.4,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,1.91692261218206
"163",162,5243,"MN","MN",27,55033,3,1,0,4,"Y",NA,1,2,21,900,900,121087,121287,8,4.4,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,2.09186406167839
"164",163,5244,"MN","MN",27,55033,3,1,0,0,"Y",NA,3,2,24,1325,1325,121287,121487,2.6,9.4,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,0.993251773010283
"165",164,5245,"MN","MN",27,55033,3,1,1,3,"Y",NA,2,2,27,1100,1100,121587,121787,2.8,10.8,461.62367,0,0,37,"DAKOTA",27037,0.976144,19,1.06471073699243
"166",165,5246,"MN","MN",27,55033,3,1,0,2,"Y",NA,2,2,29,2300,2300,121687,121887,4.4,8.6,461.62367,0,0,37,"DAKOTA",27037,0.976144,19,1.50407739677627
"167",166,5247,"MN","MN",27,55033,3,1,1,2," ",NA,1,2,30,805,1200,10188,10188,1.7,15.3,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,0.587786664902119
"168",167,5248,"MN","MN",27,55033,3,1,0,5,"Y",NA,4,2,34,1600,1615,11688,11888,2,12.9,461.274696,0,0,37,"DAKOTA",27037,0.976144,19,0.741937344729377
"169",168,5249,"MN","MN",27,55033,3,1,0,4,"Y",NA,2,2,42,1700,1700,11788,11988,2,11.2,461.62367,1,0,37,"DAKOTA",27037,0.976144,19,0.741937344729377
"170",169,5250,"MN","MN",27,55033,3,1,0,4,"Y",NA,3,2,47,2100,2105,22188,22388,1.5,13.1,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,0.470003629245736
"171",170,5251,"MN","MN",27,55033,3,1,0,4,"Y",NA,5,2,47,1330,1330,20288,20288,9.6,4.2,471.366223,0,0,37,"DAKOTA",27037,0.976144,19,2.27212588550934
"172",171,5252,"MN","MN",27,55033,3,2,0,4,"Y",NA,1,2,48,900,900,20288,21088,8.1,3.4,485.435931,1,0,37,"DAKOTA",27037,0.976144,19,2.10413415427021
"173",172,5253,"MN","MN",27,55033,3,1,0,7,"Y",NA,3,2,1,1730,1730,22388,22588,3.5,9.4,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,1.28093384546206
"174",173,5254,"MN","MN",27,55044,3,5,1,3,"N",NA,3,2,41,1530,1530,11688,11888,0.8,19.9,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,-0.105360515657826
"175",174,5255,"MN","MN",27,55044,3,1,0,2,"Y",NA,2,5,45,1230,1630,12788,13088,5.1,5.3,2246.96884,0,0,37,"DAKOTA",27037,0.976144,19,1.64865862558738
"176",175,5256,"MN","MN",27,55044,3,1,0,4,"Y",NA,1,2,42,1730,1725,20288,20288,3.2,8,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,1.19392246847243
"177",176,5257,"MN","MN",27,55044,3,0,0,0," ",NA,3,2,46,600,600,21888,21988,10.8,6.3,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,2.3887627892351
"178",177,5258,"MN","MN",27,55057,3,1,0,4,"Y",NA,3,3,36,1930,1930,122787,122987,8.2,5.7,1071.318034,0,0,37,"DAKOTA",27037,0.976144,19,2.11625551480255
"179",178,5259,"MN","MN",27,55057,3,1,0,4,"Y",NA,5,3,1,950,950,31088,31288,6.3,5,893.23743,0,0,37,"DAKOTA",27037,0.976144,19,1.85629799036563
"180",179,5260,"MN","MN",27,55068,3,1,0,2,"Y",NA,1,2,31,1130,1315,122687,122887,4.8,5.1,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,1.58923520511658
"181",180,5261,"MN","MN",27,55068,3,1,0,4,"Y",NA,3,2,32,2225,2225,10188,10188,6,4.7,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,1.80828877117927
"182",181,5262,"MN","MN",27,55068,3,1,0,1,"Y",NA,2,2,43,1230,1230,11788,11988,1.1,16.3,461.62367,0,0,37,"DAKOTA",27037,0.976144,19,0.182321556793955
"183",182,5263,"MN","MN",27,55068,3,1,0,2,"Y",NA,5,2,49,1400,830,20288,20288,8.7,3,471.366223,0,0,37,"DAKOTA",27037,0.976144,19,2.17475172148416
"184",183,5264,"MN","MN",27,55068,3,1,0,1,"Y",NA,1,2,3,900,900,22488,22688,8.8,4.1,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,2.18605127673809
"185",184,5265,"MN","MN",27,55075,3,1,0,2,"Y",NA,1,2,22,1830,1850,121487,121687,6.8,5.8,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,1.93152141160321
"186",185,5266,"MN","MN",27,55075,3,0,0,0," ",NA,4,2,23,1715,2115,12388,12588,2.3,9.3,461.274696,0,0,37,"DAKOTA",27037,0.976144,19,0.8754687373539
"187",186,5267,"MN","MN",27,55075,3,1,0,2,"Y",NA,2,2,23,1100,1100,121487,121687,1.6,18.1,461.62367,0,0,37,"DAKOTA",27037,0.976144,19,0.53062825106217
"188",187,5268,"MN","MN",27,55075,3,1,0,2,"Y",NA,1,2,25,1400,1415,121287,121487,2.8,9.3,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,1.06471073699243
"189",188,5269,"MN","MN",27,55075,3,1,0,4,"Y",NA,2,2,27,1415,1415,121287,121487,6.5,4.9,461.62367,0,0,37,"DAKOTA",27037,0.976144,19,1.88706964903238
"190",189,5270,"MN","MN",27,55075,3,1,0,4,"Y",NA,3,2,28,1620,1620,121287,121487,1.7,11.4,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,0.587786664902119
"191",190,5271,"MN","MN",27,55075,3,0,0,0," ",NA,2,2,29,1430,1430,121687,121887,4.6,6.8,461.62367,0,0,37,"DAKOTA",27037,0.976144,19,1.54756250871601
"192",191,5272,"MN","MN",27,55075,3,1,0,4,"Y",NA,3,2,29,1100,900,121687,121987,3.3,7,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,1.22377543162212
"193",192,5273,"MN","MN",27,55075,3,1,0,2,"Y",NA,3,2,29,930,1030,122187,122387,4.4,9.3,433.316718,1,0,37,"DAKOTA",27037,0.976144,19,1.50407739677627
"194",193,5274,"MN","MN",27,55075,3,1,0,7,"Y",NA,5,2,31,645,645,12888,13088,21.2,2.9,471.366223,2,0,37,"DAKOTA",27037,0.976144,19,3.05870707271538
"195",194,5275,"MN","MN",27,55075,3,1,0,2,"Y",NA,2,2,34,1600,2300,122287,122487,9.1,4.3,461.62367,0,0,37,"DAKOTA",27037,0.976144,19,2.21920348405499
"196",195,5276,"MN","MN",27,55075,3,1,0,4,"Y",NA,4,2,38,1600,1600,123087,10188,0.9,20.6,461.274696,0,0,37,"DAKOTA",27037,0.976144,19,0
"197",196,5277,"MN","MN",27,55075,3,1,0,2,"Y",NA,4,2,35,1300,1300,10188,11188,4.9,6.5,461.274696,1,0,37,"DAKOTA",27037,0.976144,19,1.6094379124341
"198",197,5278,"MN","MN",27,55075,3,1,0,2,"Y",NA,1,2,44,1030,1033,12188,12388,5,8.3,485.435931,1,0,37,"DAKOTA",27037,0.976144,19,1.62924053973028
"199",198,5279,"MN","MN",27,55075,3,1,0,2,"Y",NA,4,2,44,2100,2100,32888,33088,1.1,21.4,461.274696,0,0,37,"DAKOTA",27037,0.976144,19,0.182321556793955
"200",199,5280,"MN","MN",27,55075,3,1,0,2,"Y",NA,3,2,39,1330,730,12788,13188,7.6,3.7,433.316718,0,0,37,"DAKOTA",27037,0.976144,19,2.04122032885964
"201",200,5281,"MN","MN",27,55075,3,2,0,1,"Y",NA,4,2,46,1855,1851,20288,20288,5.4,7.8,461.274696,0,0,37,"DAKOTA",27037,0.976144,19,1.70474809223843
"202",201,5282,"MN","MN",27,55075,3,1,0,4," ",NA,4,2,49,1000,1000,20288,20288,3.6,6.7,461.274696,0,0,37,"DAKOTA",27037,0.976144,19,1.30833281965018
"203",202,5283,"MN","MN",27,55075,3,1,0,4,"Y",NA,1,2,50,1830,1830,20288,20288,4.9,6.3,485.435931,0,0,37,"DAKOTA",27037,0.976144,19,1.6094379124341
"204",203,5284,"MN","MN",27,55118,3,1,0,7,"Y",NA,5,5,4,815,815,40488,40488,4.7,7.2,2179.503255,0,0,37,"DAKOTA",27037,0.976144,19,1.56861591791385
"205",204,5285,"MN","MN",27,55122,3,1,0,1,"Y",NA,4,5,22,1715,1715,121187,121387,1.4,16.7,2314.365189,0,0,37,"DAKOTA",27037,0.976144,19,0.405465108108164
"206",205,5286,"MN","MN",27,55122,3,1,0,4,"Y",NA,5,5,35,1800,2000,122787,122987,3.4,11,2179.503255,0,0,37,"DAKOTA",27037,0.976144,19,1.25276296849537
"207",206,5287,"MN","MN",27,55122,3,1,0,7,"Y",NA,3,5,44,2145,2215,12188,12388,4.2,14.4,2119.396234,0,0,37,"DAKOTA",27037,0.976144,19,1.45861502269952
"208",207,5288,"MN","MN",27,55122,3,1,0,1,"Y",NA,5,5,50,2300,1100,20288,20288,2.5,7.9,2179.503255,0,0,37,"DAKOTA",27037,0.976144,19,0.955511445027436
"209",208,5289,"MN","MN",27,55123,3,1,0,4,"Y",NA,3,5,38,1530,1530,11688,11888,1.4,15.1,2119.396234,0,0,37,"DAKOTA",27037,0.976144,19,0.405465108108164
"210",209,5290,"MN","MN",27,55123,3,1,0,4,"Y",NA,1,5,44,1000,1000,22788,22988,1.4,14.9,2116.561544,0,0,37,"DAKOTA",27037,0.976144,19,0.405465108108164
"211",210,5291,"MN","MN",27,55123,3,1,0,4,"Y",NA,4,5,45,1830,2100,13088,20288,1.9,11.2,2314.365189,0,0,37,"DAKOTA",27037,0.976144,19,0.693147180559945
"212",211,5292,"MN","MN",27,55124,3,1,0,2,"N",NA,4,5,31,2100,2200,21088,21288,4.8,7,2314.365189,0,0,37,"DAKOTA",27037,0.976144,19,1.58923520511658
"213",212,5293,"MN","MN",27,55124,3,1,1,1,"Y",NA,3,5,28,830,830,122787,122987,1.4,13.8,2119.396234,0,0,37,"DAKOTA",27037,0.976144,19,0.405465108108164
"214",213,5294,"MN","MN",27,55124,3,1,0,2,"Y",NA,1,5,2,1830,1800,22588,22788,3.8,7.2,2116.561544,0,0,37,"DAKOTA",27037,0.976144,19,1.3609765531356
"215",214,5295,"MN","MN",27,55337,3,1,0,1,"Y",NA,4,4,23,730,730,121587,121787,8.8,4.2,1177.377355,0,0,37,"DAKOTA",27037,0.976144,19,2.18605127673809
"216",215,5296,"MN","MN",27,55337,3,1,0,4,"Y",NA,2,4,26,1130,1130,121387,121587,4.3,5.6,1146.49919,0,0,37,"DAKOTA",27037,0.976144,19,1.48160454092422
"217",216,5297,"MN","MN",27,55337,3,1,0,2,"Y",NA,5,4,26,855,855,10188,10188,4.4,7.2,1105.956867,0,0,37,"DAKOTA",27037,0.976144,19,1.50407739677627
"218",217,5298,"MN","MN",27,55337,3,1,0,0,"Y",NA,1,4,36,2030,2215,122987,123187,4.5,8.5,1088.985661,0,0,37,"DAKOTA",27037,0.976144,19,1.52605630349505
"219",218,5299,"MN","MN",27,55337,3,1,0,3,"Y",NA,5,4,41,1030,1030,11788,11988,2.2,10.6,1105.956867,0,0,37,"DAKOTA",27037,0.976144,19,0.832909122935104
"220",219,5300,"MN","MN",27,55337,3,2,0,2,"Y",NA,3,4,42,1000,1010,11888,12088,0.5,30.9,1214.922779,1,0,37,"DAKOTA",27037,0.976144,19,-0.510825623765991
"221",220,5301,"MN","MN",27,55337,3,1,0,2,"Y",NA,1,4,50,2330,1430,20288,20288,5.8,4.2,1088.985661,0,0,37,"DAKOTA",27037,0.976144,19,1.77495235091167
"222",221,5302,"MN","MN",27,55940,4,1,0,4,"Y",NA,1,3,36,1250,1250,122887,123087,5.4,7,1024.442902,0,0,39,"DODGE",27039,1.30194,20,1.70474809223843
"223",222,5303,"MN","MN",27,55944,4,1,0,4,"Y",NA,4,3,35,930,1015,122787,122987,7.2,4.1,990.411554,0,0,39,"DODGE",27039,1.30194,20,1.98787434815435
"224",223,5304,"MN","MN",27,55944,4,1,0,4,"Y",NA,5,3,47,900,900,20288,20288,5.7,4.6,893.23743,0,0,39,"DODGE",27039,1.30194,20,1.75785791755237
"225",224,5305,"MN","MN",27,56308,5,1,0,2,"Y",NA,3,4,21,730,730,120287,121187,7.4,4.4,1214.922779,0,0,41,"DOUGLAS",27041,1.16849,21,2.01490302054226
"226",225,5306,"MN","MN",27,56308,5,1,0,2,"Y",NA,1,4,22,1600,1600,122187,122387,4.8,7.6,1088.985661,0,0,41,"DOUGLAS",27041,1.16849,21,1.58923520511658
"227",226,5307,"MN","MN",27,56308,5,1,0,4,"Y",NA,3,4,29,1030,1330,121687,121887,6.8,4.4,1214.922779,0,0,41,"DOUGLAS",27041,1.16849,21,1.93152141160321
"228",227,5308,"MN","MN",27,56308,5,1,0,4,"Y",NA,1,4,42,930,930,11788,11988,6.4,4.3,1088.985661,0,0,41,"DOUGLAS",27041,1.16849,21,1.87180217690159
"229",228,5309,"MN","MN",27,56308,5,1,1,3,"N",NA,2,4,4,2000,2200,22888,30388,3.7,10.2,1146.49919,0,0,41,"DOUGLAS",27041,1.16849,21,1.33500106673234
"230",229,5310,"MN","MN",27,56319,5,1,0,4,"Y",NA,2,4,32,1030,1030,10188,10188,5.5,6,1146.49919,0,0,41,"DOUGLAS",27041,1.16849,21,1.7227665977411
"231",230,5311,"MN","MN",27,56326,5,1,0,4,"Y",NA,2,4,23,700,700,121287,121487,7.8,3.8,1146.49919,0,0,41,"DOUGLAS",27041,1.16849,21,2.06686275947298
"232",231,5312,"MN","MN",27,56332,5,1,0,4,"Y",NA,1,4,43,2200,1000,20288,21288,4.4,7.5,1088.985661,0,0,41,"DOUGLAS",27041,1.16849,21,1.50407739677627
"233",232,5313,"MN","MN",27,56360,5,1,0,4,"Y",NA,3,4,48,800,800,20288,20288,2.7,9.4,1214.922779,0,0,41,"DOUGLAS",27041,1.16849,21,1.02961941718116
"234",233,5314,"MN","MN",27,56013,4,1,0,4,"Y",NA,1,3,30,1500,1500,122087,122387,3.4,9,1024.442902,0,0,43,"FARIBAULT",27043,1.34316,22,1.25276296849537
"235",234,5315,"MN","MN",27,56013,4,1,0,4,"Y",NA,5,3,41,2032,2333,12188,12388,4.2,7.8,893.23743,0,0,43,"FARIBAULT",27043,1.34316,22,1.45861502269952
"236",235,5316,"MN","MN",27,56023,4,1,0,2,"Y",NA,2,3,40,900,900,11988,12188,2.3,11,921.864905,0,0,43,"FARIBAULT",27043,1.34316,22,0.8754687373539
"237",236,5317,"MN","MN",27,56097,4,1,1,7,"Y",NA,1,3,28,2115,2116,121687,121987,1.3,10.4,1024.442902,0,0,43,"FARIBAULT",27043,1.34316,22,0.336472236621213
"238",237,5318,"MN","MN",27,56097,4,1,0,0,"Y",NA,3,3,24,1830,1832,122687,122887,5.2,5.5,1071.318034,0,0,43,"FARIBAULT",27043,1.34316,22,1.66770682055808
"239",238,5319,"MN","MN",27,56097,4,1,0,7,"Y",NA,2,3,48,930,930,21988,22288,0.1,0,921.864905,0,0,43,"FARIBAULT",27043,1.34316,22,-1.6094379124341
"240",239,5320,"MN","MN",27,55962,4,1,1,3,"Y",NA,4,3,36,1950,2155,122687,122887,2.5,7.9,990.411554,0,0,45,"FILLMORE",27045,1.51424,23,0.955511445027436
"241",240,5321,"MN","MN",27,55971,4,1,0,4,"Y",NA,1,3,24,2100,2200,121287,121587,3.2,8.8,1024.442902,0,0,45,"FILLMORE",27045,1.51424,23,1.19392246847243
"242",241,5322,"MN","MN",27,56007,4,1,0,4,"Y",NA,4,3,37,2200,2200,11088,11288,3.2,7.3,990.411554,0,0,47,"FREEBORN",27047,1.25133,24,1.19392246847243
"243",242,5323,"MN","MN",27,56007,4,1,0,7,"Y",NA,1,3,50,1100,0,21088,21288,9.6,10.8,1024.442902,0,0,47,"FREEBORN",27047,1.25133,24,2.27212588550934
"244",243,5324,"MN","MN",27,56007,4,1,0,4,"Y",NA,5,3,50,500,500,20288,20288,4.2,6,893.23743,0,0,47,"FREEBORN",27047,1.25133,24,1.45861502269952
"245",244,5325,"MN","MN",27,56007,4,1,0,2,"Y",NA,2,3,4,1135,1345,22688,22888,9,3.8,921.864905,0,0,47,"FREEBORN",27047,1.25133,24,2.2082744135228
"246",245,5326,"MN","MN",27,56009,4,1,0,4,"Y",NA,1,3,36,2100,2200,122887,123087,6.3,6.3,1024.442902,0,0,47,"FREEBORN",27047,1.25133,24,1.85629799036563
"247",246,5327,"MN","MN",27,56026,4,1,0,4,"Y",NA,1,3,23,1300,1300,121487,121687,32.6,2.3,1024.442902,2,0,47,"FREEBORN",27047,1.25133,24,3.48737507790321
"248",247,5328,"MN","MN",27,56036,4,1,0,4,"Y",NA,2,3,44,900,1000,12388,12588,13.2,4.7,921.864905,0,0,47,"FREEBORN",27047,1.25133,24,2.58776403522771
"249",248,5329,"MN","MN",27,56045,4,1,1,1,"N",NA,2,3,36,1300,1300,122787,122987,2.2,18.9,921.864905,0,0,47,"FREEBORN",27047,1.25133,24,0.832909122935104
"250",249,5330,"MN","MN",27,57006,4,2,1,3,"Y",NA,3,3,39,1230,1230,11688,11888,5.6,9,1071.318034,0,1,47,"FREEBORN",27047,1.25133,24,1.7404661748405
"251",250,5331,"MN","MN",27,55009,4,1,0,2,"Y",NA,3,3,31,900,1020,21188,21388,14.3,2.8,1071.318034,0,0,49,"GOODHUE",27049,1.21727,25,2.66722820658195
"252",251,5332,"MN","MN",27,55009,4,1,1,3,"N",NA,2,3,36,1715,1732,122887,123087,6.9,5.6,921.864905,0,0,49,"GOODHUE",27049,1.21727,25,1.94591014905531
"253",252,5333,"MN","MN",27,55009,4,1,0,4,"Y",NA,2,3,1,715,715,22488,22688,7.6,4.3,921.864905,0,0,49,"GOODHUE",27049,1.21727,25,2.04122032885964
"254",253,5334,"MN","MN",27,55041,4,1,1,3,"Y",NA,4,3,47,919,1000,20288,20288,9.8,3.7,990.411554,0,0,49,"GOODHUE",27049,1.21727,25,2.29253475714054
"255",254,5335,"MN","MN",27,55066,4,1,0,4,"Y",NA,1,3,37,1100,1400,10188,11188,2.6,7.9,1024.442902,0,0,49,"GOODHUE",27049,1.21727,25,0.993251773010283
"256",255,5336,"MN","MN",27,55066,4,1,0,4,"Y",NA,4,3,38,1400,1400,12788,12988,43.5,1.6,990.411554,2,0,49,"GOODHUE",27049,1.21727,25,3.77505715035499
"257",256,5337,"MN","MN",27,55066,4,1,0,2,"Y",NA,3,3,48,1800,1800,20288,20288,4.9,9.3,1071.318034,0,0,49,"GOODHUE",27049,1.21727,25,1.6094379124341
"258",257,5338,"MN","MN",27,55066,4,1,0,4,"Y",NA,5,3,1,1830,830,30388,30388,4.9,7.4,893.23743,0,0,49,"GOODHUE",27049,1.21727,25,1.6094379124341
"259",258,5339,"MN","MN",27,55946,4,1,0,4,"Y",NA,5,3,43,2130,2330,12388,12588,3.5,7,893.23743,0,0,49,"GOODHUE",27049,1.21727,25,1.28093384546206
"260",259,5340,"MN","MN",27,55963,4,1,0,2,"Y",NA,5,3,2,2100,700,22388,22688,4.8,5.7,893.23743,0,0,49,"GOODHUE",27049,1.21727,25,1.58923520511658
"261",260,5341,"MN","MN",27,55983,4,1,0,4,"Y",NA,2,3,28,1235,1235,121687,121887,5.6,5.2,921.864905,0,0,49,"GOODHUE",27049,1.21727,25,1.7404661748405
"262",261,5342,"MN","MN",27,55983,4,1,0,4,"Y",NA,1,3,38,2210,2210,11788,11988,3.5,7.2,1024.442902,0,0,49,"GOODHUE",27049,1.21727,25,1.28093384546206
"263",262,5343,"MN","MN",27,55983,4,1,0,4,"Y",NA,4,3,45,2130,2130,20288,20288,3.9,8.6,990.411554,0,0,49,"GOODHUE",27049,1.21727,25,1.38629436111989
"264",263,5344,"MN","MN",27,55992,4,1,0,2,"Y",NA,5,3,21,2025,2025,120287,121087,6.7,5.1,893.23743,0,0,49,"GOODHUE",27049,1.21727,25,1.91692261218206
"265",264,5345,"MN","MN",27,55316,3,0,0,0," ",NA,2,5,28,2250,2350,121687,121887,7.9,4.4,2246.96884,0,0,53,"HENNEPIN",27053,0.907991,26,2.07944154167984
"266",265,5346,"MN","MN",27,55316,3,1,0,2,"Y",NA,3,5,37,2105,2305,11088,11288,3.3,6.2,2119.396234,0,0,53,"HENNEPIN",27053,0.907991,26,1.22377543162212
"267",266,5347,"MN","MN",27,55316,3,1,1,3,"N",NA,1,5,38,1921,2022,30388,31088,2.1,12.3,2116.561544,0,0,53,"HENNEPIN",27053,0.907991,26,0.78845736036427
"268",267,5348,"MN","MN",27,55331,3,1,0,5,"Y",NA,1,5,24,800,800,122987,123187,1.6,14.4,2116.561544,0,0,53,"HENNEPIN",27053,0.907991,26,0.53062825106217
"269",268,5349,"MN","MN",27,55331,3,2,0,4,"Y",NA,5,5,28,700,700,10188,10188,4,6,2179.503255,0,0,53,"HENNEPIN",27053,0.907991,26,1.41098697371026
"270",269,5350,"MN","MN",27,55331,3,1,0,5,"Y",NA,1,5,36,1630,1400,122687,122987,1.8,18.1,2116.561544,0,0,53,"HENNEPIN",27053,0.907991,26,0.641853886172395
"271",270,5351,"MN","MN",27,55331,3,1,0,4,"Y",NA,2,5,50,2010,2010,20288,20288,2.5,15,2246.96884,0,0,53,"HENNEPIN",27053,0.907991,26,0.955511445027436
"272",271,5352,"MN","MN",27,55343,3,1,0,4,"Y",NA,1,5,44,2100,2100,12088,12288,11.2,3.2,2116.561544,0,0,53,"HENNEPIN",27053,0.907991,26,2.4248027257183
"273",272,5353,"MN","MN",27,55344,3,1,0,2,"Y",NA,2,5,30,1800,1930,122087,122287,2.6,14.4,2246.96884,0,0,53,"HENNEPIN",27053,0.907991,26,0.993251773010283
"274",273,5354,"MN","MN",27,55344,3,2,0,2,"Y",NA,3,5,32,1800,2000,10188,11188,3.9,6.4,2119.396234,1,0,53,"HENNEPIN",27053,0.907991,26,1.38629436111989
"275",274,5355,"MN","MN",27,55344,3,1,0,1,"Y",NA,1,5,21,600,600,10188,10188,7.4,3.9,2116.561544,0,0,53,"HENNEPIN",27053,0.907991,26,2.01490302054226
"276",275,5356,"MN","MN",27,55344,3,2,0,2,"Y",NA,4,5,22,830,1000,12988,13188,1.3,15.4,2314.365189,0,0,53,"HENNEPIN",27053,0.907991,26,0.336472236621213
"277",276,5357,"MN","MN",27,55344,3,1,0,4,"Y",NA,4,5,38,830,830,11888,12088,0.9,17.3,2314.365189,0,0,53,"HENNEPIN",27053,0.907991,26,0
"278",277,5358,"MN","MN",27,55346,3,2,0,4,"Y",NA,3,5,3,1545,1545,31188,31388,0.4,0,2119.396234,0,0,53,"HENNEPIN",27053,0.907991,26,-0.693147180559945
"279",278,5359,"MN","MN",27,55356,3,1,1,2,"Y",NA,2,5,27,1800,1900,122687,122887,2.5,8,2246.96884,0,0,53,"HENNEPIN",27053,0.907991,26,0.955511445027436
"280",279,5360,"MN","MN",27,55357,3,1,0,4,"Y",NA,5,5,34,645,645,122887,123087,6,6.7,2179.503255,0,0,53,"HENNEPIN",27053,0.907991,26,1.80828877117927
"281",280,5361,"MN","MN",27,55369,3,1,0,1,"Y",NA,1,5,27,1255,1420,121387,121587,2,9.6,2116.561544,0,0,53,"HENNEPIN",27053,0.907991,26,0.741937344729377
"282",281,5362,"MN","MN",27,55369,3,1,0,4,"Y",NA,2,5,37,0,0,11088,11288,5.4,5.1,2246.96884,0,0,53,"HENNEPIN",27053,0.907991,26,1.70474809223843
"283",282,5363,"MN","MN",27,55369,3,1,0,4,"Y",NA,4,5,44,1900,2000,12688,12888,3,8,2314.365189,0,0,53,"HENNEPIN",27053,0.907991,26,1.1314021114911
"284",283,5364,"MN","MN",27,55369,3,1,0,2," ",NA,2,5,47,1600,1900,32688,32888,2.9,8.8,2246.96884,1,0,53,"HENNEPIN",27053,0.907991,26,1.09861228866811
